Season,State_Name,Crop,Production
Rabi,Chhattisgarh,Urad,17884.00
Whole Year,Goa,Mango,17831.00
Rabi,Karnataka,Rapeseed &Mustard,17757.10
Kharif,Tripura,Other Kharif pulses,17732.00
Whole Year,Manipur,Beans & Mutter(Vegetable),17643.00
Rabi,Andhra Pradesh,other oilseeds,17307.00
Kharif,Nagaland,Sunflower,17240.00
Kharif,Meghalaya,Sesamum,17148.00
Winter,Dadra and Nagar Haveli,Wheat,17134.00
Kharif,Himachal Pradesh,Sesamum,16966.00
Rabi,Telangana,Ragi,16952.00
Whole Year,Haryana,Sweet potato,16900.00
Rabi,Uttarakhand,Pulses total,16855.00
Whole Year,Tamil Nadu,Citrus Fruit,16843.00
Rabi,Meghalaya,Peas & beans (Pulses),16790.00
Rabi,Meghalaya,Arecanut,16561.00
Autumn,Manipur,Banana,16460.00
Summer,Karnataka,Cotton(lint),16441.00
Summer,Odisha,Arhar/Tur,16414.00
Rabi,Meghalaya,Sweet potato,16406.00
Whole Year,Karnataka,Mesta,16281.00
Rabi,Uttarakhand,Linseed,16239.00
Summer,Manipur,Banana,16080.00
Rabi,West Bengal,Arhar/Tur,15924.00
Rabi,Arunachal Pradesh,Sugarcane,15806.00
Summer,Karnataka,Bajra,15766.00
Rabi,Maharashtra,Sesamum,15764.00
Kharif,Uttar Pradesh,Guar seed,15753.00
Kharif,Himachal Pradesh,Ginger,15615.00
Whole Year,Himachal Pradesh,Onion,15586.00
Kharif,Nagaland,Moong(Green Gram),15540.00
Kharif,West Bengal,Groundnut,15475.00
Kharif,Mizoram,other oilseeds,15386.00
Kharif,Mizoram,Soyabean,15240.00
Whole Year,Bihar,Coriander,14971.00
Whole Year,Tamil Nadu,Sannhamp,14844.00
Rabi,Bihar,Tobacco,14752.00
Kharif,Andaman and Nicobar Islands,Arecanut,14500.00
Rabi,Meghalaya,Turmeric,14449.00
Whole Year,Bihar,Sannhamp,14447.00
Kharif,Puducherry,Mango,14081.00
Whole Year,Chhattisgarh,Coriander,14072.00
Kharif,Nagaland,Mesta,14070.00
Kharif,Kerala,Jowar,14048.00
Whole Year,Chandigarh,Potato,13795.00
Kharif,Telangana,Other Kharif pulses,13718.00
Kharif,Madhya Pradesh,Sunflower,13656.15
Kharif,Himachal Pradesh,Ragi,13608.00
Kharif,Meghalaya,Arhar/Tur,13502.00
Whole Year,Manipur,Onion,13470.00
Whole Year,Mizoram,Potato,13334.00
Kharif,Tripura,Arhar/Tur,13326.00
Rabi,Meghalaya,Small millets,13286.00
Summer,Uttar Pradesh,Tobacco,13274.00
Kharif,Madhya Pradesh,Mesta,13244.00
Rabi,Andhra Pradesh,Small millets,12832.00
Rabi,Himachal Pradesh,Garlic,12788.00
Rabi,Andhra Pradesh,Other Kharif pulses,12682.00
Rabi,Andhra Pradesh,Niger seed,12672.00
Kharif,Tripura,Sesamum,12652.00
Kharif,Puducherry,Groundnut,12447.00
Autumn,Manipur,Sugarcane,12410.00
Kharif,Assam,Cotton(lint),12341.00
Whole Year,Chhattisgarh,Turmeric,12288.00
Kharif,Odisha,Bajra,12119.00
Winter,Manipur,Banana,12090.00
Kharif,Madhya Pradesh,Castor seed,11940.22
Rabi,West Bengal,Ragi,11870.00
Whole Year,Telangana,Sweet potato,11768.00
Whole Year,Haryana,Mango,11767.00
Kharif,Dadra and Nagar Haveli,Other Kharif pulses,11739.00
Whole Year,Uttar Pradesh,Turmeric,11660.00
Rabi,Nagaland,Sugarcane,11580.00
Autumn,Odisha,Sesamum,11561.80
Rabi,Gujarat,Small millets,11500.00
Rabi,Nagaland,Rajmash Kholar,11500.00
Rabi,Mizoram,Maize,11494.00
Whole Year,Nagaland,Tea,11452.00
Kharif,Haryana,Urad,11318.00
Whole Year,Manipur,Citrus Fruit,11237.00
Kharif,Puducherry,Cotton(lint),11141.00
Whole Year,Goa,Pineapple,10985.00
Whole Year,Rajasthan,Tobacco,10834.00
Whole Year,Andaman and Nicobar Islands,Dry ginger,10825.60
Kharif,Himachal Pradesh,Horse-gram,10770.00
Rabi,Jammu and Kashmir,Gram,10681.10
Kharif,West Bengal,Moong(Green Gram),10678.00
Rabi,Mizoram,Rapeseed &Mustard,10513.00
Whole Year,Mizoram,Tapioca,10455.00
Autumn,West Bengal,Groundnut,10429.00
Rabi,Nagaland,Gram,10350.00
Rabi,Andhra Pradesh,Wheat,10346.00
Rabi,Odisha,Coriander,10330.00
Kharif,Manipur,Other Kharif pulses,10316.00
Rabi,Puducherry,Groundnut,10309.00
Whole Year,Chhattisgarh,Papaya,10187.00
Rabi,Meghalaya,Gram,10179.00
Kharif,Andhra Pradesh,Potato,10148.00
Kharif,Telangana,Small millets,10127.00
Rabi,Himachal Pradesh,Gram,10114.00
Kharif,Haryana,Castor seed,10106.00
Autumn,Manipur,Maize,10090.00
Kharif,Kerala,Ragi,9897.00
Rabi,Tripura,Other  Rabi pulses,9806.00
Kharif,Assam,Castor seed,9727.00
Summer,Gujarat,Urad,9500.00
Kharif,Tamil Nadu,Tobacco,9369.00
Rabi,Jammu and Kashmir,Peas & beans (Pulses),9364.60
Kharif,Himachal Pradesh,Soyabean,9319.00
Whole Year,Tamil Nadu,Orange,9314.00
Rabi,Uttarakhand,Other Cereals & Millets,9267.00
Kharif,Telangana,Coconut,9264.00
Whole Year,Jharkhand,Onion,9196.87
Kharif,Dadra and Nagar Haveli,Urad,8977.00
Kharif,West Bengal,Other Kharif pulses,8948.00
Whole Year,Manipur,Tomato,8938.00
Kharif,Mizoram,Cotton(lint),8868.00
Winter,West Bengal,Sesamum,8862.00
Whole Year,Chhattisgarh,Sannhamp,8855.00
Rabi,Andhra Pradesh,Safflower,8837.00
Whole Year,Meghalaya,Papaya,8760.00
Rabi,Tripura,Peas & beans (Pulses),8711.00
Kharif,Telangana,Korra,8690.00
Kharif,Madhya Pradesh,Jute,8650.00
Rabi,Uttarakhand,Gram,8542.00
Kharif,Haryana,Moth,8522.00
Kharif,Uttar Pradesh,Sannhamp,8495.00
Rabi,Manipur,Banana,8490.00
Rabi,Telangana,Linseed,8478.00
Kharif,Maharashtra,Pulses total,8439.00
Summer,Karnataka,Cowpea(Lobia),8289.00
Whole Year,Tamil Nadu,Black pepper,8272.00
Whole Year,Assam,Sesamum,8257.00
Rabi,Chhattisgarh,Other  Rabi pulses,8224.00
Kharif,Maharashtra,other oilseeds,8200.00
Whole Year,Karnataka,Cashewnut Processed,8121.00
Rabi,Puducherry,Urad,8099.00
Whole Year,Andaman and Nicobar Islands,Tapioca,7937.00
Autumn,West Bengal,Sannhamp,7810.00
Kharif,Dadra and Nagar Haveli,Jowar,7771.00
Whole Year,Rajasthan,Sannhamp,7750.00
Rabi,Meghalaya,Cotton(lint),7738.00
Kharif,Meghalaya,Kapas,7684.00
Kharif,West Bengal,Jowar,7612.00
Rabi,Chhattisgarh,Horse-gram,7609.00
Whole Year,Chhattisgarh,Jowar,7550.00
Kharif,Bihar,Groundnut,7544.00
Kharif,Jammu and Kashmir,Other Kharif pulses,7533.20
Kharif,Mizoram,Potato,7479.00
Rabi,Uttarakhand,Lentil,7352.00
Rabi,Telangana,Rapeseed &Mustard,7190.00
Kharif,Nagaland,Rajmash Kholar,7090.00
Kharif,Tripura,Urad,7062.00
Kharif,West Bengal,Soyabean,7009.00
Whole Year,Sikkim,Oilseeds total,7000.00
Rabi,Andhra Pradesh,Castor seed,6934.00
Rabi,Odisha,Ragi,6860.00
Kharif,Nagaland,Cotton(lint),6830.00
Kharif,Bihar,Dry ginger,6689.00
Rabi,Assam,other misc. pulses,6672.00
Kharif,West Bengal,Horse-gram,6668.00
Autumn,West Bengal,Sesamum,6638.00
Kharif,Rajasthan,Dry ginger,6545.00
Autumn,Odisha,Arhar/Tur,6487.00
Kharif,Arunachal Pradesh,Soyabean,6465.00
Rabi,Odisha,Safflower,6422.00
Rabi,Andhra Pradesh,Varagu,6350.00
Kharif,Uttarakhand,Sesamum,6344.00
Rabi,Punjab,Other  Rabi pulses,6300.00
Kharif,Nagaland,Bean,6240.00
Rabi,Nagaland,Sesamum,6090.00
Whole Year,Puducherry,Mango,6086.00
Whole Year,Uttar Pradesh,Coriander,6069.00
Kharif,Karnataka,Rapeseed &Mustard,6066.00
Whole Year,Uttar Pradesh,Guar seed,6065.00
Kharif,Mizoram,Tapioca,6026.00
Whole Year,Uttar Pradesh,Sannhamp,5854.00
Rabi,Andaman and Nicobar Islands,Arecanut,5800.00
Rabi,Tamil Nadu,Sunflower,5800.00
Rabi,Jharkhand,Barley,5790.52
Whole Year,Goa,Arecanut,5790.00
Winter,Manipur,Potato,5750.00
Whole Year,Assam,Tobacco,5743.00
Rabi,West Bengal,Safflower,5709.00
Kharif,Jammu and Kashmir,Moong(Green Gram),5687.40
Rabi,Tripura,Masoor,5614.00
Whole Year,West Bengal,Cardamom,5611.70
Whole Year,Sikkim,Pulses total,5595.00
Whole Year,Telangana,Safflower,5573.00
Winter,Manipur,Sugarcane,5560.00
Whole Year,Andhra Pradesh,Grapes,5420.00
Kharif,Tripura,Groundnut,5361.00
Kharif,Nagaland,Ricebean (nagadal),5230.00
Whole Year,Kerala,Arhar/Tur,5224.00
Whole Year,Manipur,Bhindi,5180.00
Kharif,Kerala,Sesamum,5153.95
Whole Year,Manipur,Orange,5097.00
Kharif,Andhra Pradesh,Cowpea(Lobia),5078.00
Whole Year,Assam,Niger seed,5076.00
Kharif,Andhra Pradesh,Dry ginger,5074.00
Whole Year,West Bengal,Barley,5034.00
Kharif,Telangana,Cashewnut,5000.00
Whole Year,Uttarakhand,Tobacco,4960.00
Rabi,Meghalaya,Pulses total,4952.00
Summer,Manipur,Sugarcane,4900.00
Whole Year,Himachal Pradesh,Garlic,4798.00
Winter,Odisha,Niger seed,4768.90
Kharif,Manipur,Sesamum,4750.00
Whole Year,Tamil Nadu,Cardamom,4748.00
Whole Year,Rajasthan,Turmeric,4743.00
Rabi,Uttarakhand,other oilseeds,4742.00
Whole Year,Meghalaya,Tobacco,4741.00
Rabi,Puducherry,Moong(Green Gram),4698.00
Rabi,Meghalaya,Cowpea(Lobia),4668.00
Kharif,Jammu and Kashmir,Small millets,4468.00
Rabi,Meghalaya,Tobacco,4460.00
Summer,Manipur,Potato,4440.00
Kharif,Uttar Pradesh,Ginger,4354.00
Whole Year,Meghalaya,Sugarcane,4286.00
Whole Year,Jammu and Kashmir,Onion,4228.00
Kharif,Chandigarh,Maize,4225.00
Whole Year,West Bengal,Linseed,4210.00
Rabi,Rajasthan,Small millets,4070.00
Kharif,Jammu and Kashmir,Jowar,4062.90
Rabi,Himachal Pradesh,Linseed,4060.00
Kharif,Nagaland,Turmeric,4050.00
Whole Year,Meghalaya,Black pepper,4048.00
Whole Year,Manipur,Carrot,4044.00
Whole Year,Manipur,Pome Fruit,4027.00
Kharif,Nagaland,Dry chillies,4020.00
Rabi,Tripura,Groundnut,3954.00
Whole Year,Karnataka,Papaya,3951.00
Rabi,Manipur,Potato,3930.00
Whole Year,Haryana,Grapes,3893.00
Rabi,Karnataka,Bajra,3889.00
Kharif,Chandigarh,Rice,3853.00
Rabi,Bihar,Safflower,3749.00
Whole Year,Manipur,Sweet potato,3720.00
Whole Year,Manipur,Redish,3706.00
Summer,Odisha,Ragi,3642.30
Kharif,Tamil Nadu,Korra,3640.00
Whole Year,Kerala,Tobacco,3616.00
Whole Year,Puducherry,Brinjal,3595.00
Rabi,Manipur,Rapeseed &Mustard,3540.00
Whole Year,West Bengal,Niger seed,3522.00
Whole Year,Tripura,other oilseeds,3520.00
Whole Year,Manipur,Other Vegetables,3471.00
Whole Year,Bihar,Dry ginger,3453.00
Rabi,Meghalaya,Masoor,3451.00
Kharif,Nagaland,Tea,3450.00
Whole Year,Telangana,Garlic,3450.00
Whole Year,Andaman and Nicobar Islands,Dry chillies,3443.30
Kharif,Haryana,Horse-gram,3436.00
Rabi,Nagaland,Lentil,3410.00
Rabi,Tripura,Urad,3393.00
Kharif,Tripura,Moong(Green Gram),3345.00
Kharif,Dadra and Nagar Haveli,Small millets,3289.00
Whole Year,West Bengal,Small millets,3222.00
Whole Year,Andhra Pradesh,Arecanut,3164.00
Whole Year,Mizoram,Tobacco,3145.00
Kharif,Bihar,Castor seed,3137.00
Kharif,Telangana,Cowpea(Lobia),3125.00
Whole Year,Manipur,Jack Fruit,3087.00
Whole Year,Manipur,Brinjal,3030.00
Kharif,Dadra and Nagar Haveli,Banana,3028.00
Whole Year,Andhra Pradesh,Ginger,3003.00
Kharif,Andhra Pradesh,Sweet potato,3001.00
Whole Year,West Bengal,Safflower,3000.00
Rabi,Chhattisgarh,Safflower,2982.00
Kharif,Jammu and Kashmir,Sugarcane,2931.90
Rabi,Jammu and Kashmir,Onion,2890.20
Kharif,Puducherry,Bajra,2838.00
Kharif,Nagaland,Castor seed,2810.00
Whole Year,Manipur,Tapioca,2728.00
Kharif,Uttarakhand,other oilseeds,2675.00
Kharif,Tamil Nadu,Mesta,2657.00
Summer,Puducherry,Moong(Green Gram),2647.00
Whole Year,Himachal Pradesh,Dry ginger,2631.00
Rabi,Punjab,Linseed,2600.00
Rabi,Sikkim,Other  Rabi pulses,2546.00
Whole Year,Kerala,Groundnut,2536.00
Kharif,Puducherry,Ragi,2495.00
Whole Year,Goa,Ragi,2476.00
Rabi,Mizoram,other oilseeds,2352.00
Winter,Dadra and Nagar Haveli,Gram,2317.00
Kharif,Manipur,Soyabean,2297.00
Whole Year,Telangana,Other Fresh Fruits,2253.00
Kharif,Madhya Pradesh,Ragi,2251.80
Kharif,Puducherry,Urad,2230.00
Rabi,Tripura,Moong(Green Gram),2218.00
Kharif,Dadra and Nagar Haveli,Niger seed,2183.00
Whole Year,West Bengal,Arhar/Tur,2181.00
Whole Year,Andaman and Nicobar Islands,Sweet potato,2142.35
Autumn,West Bengal,Small millets,2120.00
Kharif,Maharashtra,Tobacco,2100.00
Kharif,Jammu and Kashmir,Moth,2069.00
Whole Year,Jammu and Kashmir,Sugarcane,2036.80
Kharif,Chhattisgarh,Cotton(lint),2036.00
Kharif,Jammu and Kashmir,Dry chillies,2025.90
Whole Year,Manipur,Mango,2025.00
Whole Year,Haryana,Coriander,2007.00
Kharif,Uttarakhand,Dry chillies,2000.00
Kharif,Kerala,Other Cereals & Millets,1989.00
Kharif,Telangana,Niger seed,1985.00
Kharif,Goa,Ragi,1956.58
Kharif,Puducherry,Brinjal,1943.00
Rabi,Manipur,Dry chillies,1940.00
Whole Year,Karnataka,Sannhamp,1934.00
Rabi,Uttar Pradesh,Ragi,1919.00
Whole Year,Chandigarh,Onion,1884.00
Rabi,Andaman and Nicobar Islands,Dry ginger,1850.00
Kharif,Punjab,Moth,1800.00
Whole Year,Haryana,Sannhamp,1800.00
Whole Year,Maharashtra,Tobacco,1800.00
Whole Year,Manipur,Turmeric,1774.00
Rabi,Chhattisgarh,Onion,1769.00
Rabi,Nagaland,Urad,1750.00
Kharif,Madhya Pradesh,Cowpea(Lobia),1733.00
Rabi,Andhra Pradesh,Mesta,1724.00
Rabi,Nagaland,Groundnut,1710.00
Rabi,Rajasthan,Tobacco,1707.00
Kharif,Himachal Pradesh,Masoor,1705.00
Kharif,Nagaland,Ragi,1700.00
Kharif,Nagaland,Cardamom,1690.00
Summer,Puducherry,Urad,1683.00
Autumn,Manipur,Potato,1670.00
Rabi,Nagaland,Blackgram,1640.00
Rabi,Himachal Pradesh,Masoor,1624.00
Kharif,West Bengal,Bajra,1612.00
Rabi,Telangana,Small millets,1592.00
Rabi,Jammu and Kashmir,Cond-spcs other,1585.00
Kharif,Nagaland,Horse-gram,1580.00
Kharif,Arunachal Pradesh,Sesamum,1568.00
Rabi,Telangana,Castor seed,1540.00
Rabi,Jammu and Kashmir,Garlic,1534.50
Summer,Puducherry,Brinjal,1515.00
Kharif,Odisha,Sunflower,1510.00
Rabi,Dadra and Nagar Haveli,Banana,1500.00
Rabi,Uttarakhand,Urad,1499.00
Kharif,Goa,Other Kharif pulses,1485.00
Rabi,Madhya Pradesh,Safflower,1471.48
Rabi,Puducherry,Rapeseed &Mustard,1465.00
Kharif,Nagaland,Cowpea(Lobia),1420.00
Winter,Manipur,Dry chillies,1420.00
Kharif,Nagaland,Perilla,1410.00
Kharif,Puducherry,Moong(Green Gram),1402.00
Kharif,Andhra Pradesh,other misc. pulses,1382.00
Rabi,Meghalaya,Dry chillies,1375.00
Rabi,Puducherry,Tapioca,1375.00
Whole Year,Andaman and Nicobar Islands,Cashewnut,1374.79
Whole Year,Meghalaya,Oilseeds total,1344.00
Kharif,Uttarakhand,Sunflower,1337.00
Autumn,Andaman and Nicobar Islands,Sugarcane,1332.95
Kharif,Jammu and Kashmir,Rapeseed &Mustard,1325.70
Kharif,Himachal Pradesh,Moong(Green Gram),1324.00
Rabi,Tripura,Gram,1323.00
Kharif,Himachal Pradesh,Bajra,1293.00
Rabi,Jammu and Kashmir,Linseed,1268.50
Whole Year,Uttarakhand,Sannhamp,1262.00
Summer,Uttarakhand,Maize,1230.00
Summer,Chhattisgarh,Onion,1211.00
Rabi,Arunachal Pradesh,Groundnut,1202.00
Autumn,Manipur,Dry chillies,1200.00
Kharif,Nagaland,Jobster,1180.00
Kharif,Telangana,other misc. pulses,1163.00
Whole Year,Madhya Pradesh,Mesta,1151.00
Whole Year,Meghalaya,Garlic,1139.00
Kharif,Andhra Pradesh,Coriander,1135.00
Kharif,Telangana,Samai,1122.00
Whole Year,Andaman and Nicobar Islands,Turmeric,1111.03
Summer,Manipur,Onion,1110.00
Whole Year,Goa,Black pepper,1090.00
Rabi,Telangana,Masoor,1086.00
Rabi,Mizoram,Peas & beans (Pulses),1062.84
Whole Year,Himachal Pradesh,Dry chillies,1047.00
Rabi,Tamil Nadu,Rapeseed &Mustard,1035.10
Whole Year,Jammu and Kashmir,Dry chillies,1020.00
Summer,Puducherry,Sesamum,1016.00
Kharif,Himachal Pradesh,Groundnut,1004.30
Rabi,Andhra Pradesh,Masoor,1003.00
Whole Year,Haryana,Turmeric,965.00
Kharif,Kerala,Small millets,960.00
Rabi,Jammu and Kashmir,Other  Rabi pulses,950.40
Kharif,Mizoram,Arhar/Tur,938.00
Summer,Manipur,Dry ginger,930.00
Kharif,Karnataka,Black pepper,924.00
Rabi,Andaman and Nicobar Islands,Sweet potato,923.00
Kharif,Chhattisgarh,Sannhamp,920.00
Kharif,Dadra and Nagar Haveli,Maize,920.00
Summer,Odisha,Horse-gram,897.60
Rabi,Uttarakhand,Other  Rabi pulses,892.00
Whole Year,Puducherry,Cashewnut,885.00
Rabi,Meghalaya,Sesamum,876.00
Whole Year,Jammu and Kashmir,Beans & Mutter(Vegetable),876.00
Whole Year,Puducherry,Onion,831.00
Whole Year,Madhya Pradesh,Tobacco,814.02
Kharif,Rajasthan,Sannhamp,796.00
Rabi,Uttarakhand,Maize,773.00
Summer,Puducherry,Groundnut,755.00
Summer,Puducherry,Cotton(lint),749.00
Rabi,Telangana,Sweet potato,744.00
Summer,Uttarakhand,Urad,744.00
Kharif,Himachal Pradesh,Dry chillies,741.00
Summer,Manipur,Dry chillies,740.00
Kharif,Puducherry,Other Cereals & Millets,729.00
Kharif,Nagaland,Urad,720.00
Kharif,Mizoram,Peas & beans (Pulses),713.10
Kharif,Jammu and Kashmir,Cond-spcs other,675.40
Kharif,Mizoram,Rapeseed &Mustard,674.00
Rabi,West Bengal,Other  Rabi pulses,674.00
Rabi,Telangana,other oilseeds,666.00
Whole Year,Kerala,Jack Fruit,661.00
Rabi,Puducherry,Other  Rabi pulses,655.00
Kharif,Andaman and Nicobar Islands,Other Kharif pulses,649.00
Kharif,Puducherry,Cashewnut,649.00
Kharif,Nagaland,Blackgram,640.00
Rabi,Puducherry,Brinjal,631.00
Rabi,Andhra Pradesh,Turmeric,630.00
Winter,Dadra and Nagar Haveli,Arhar/Tur,630.00
Rabi,Andhra Pradesh,Linseed,625.00
Kharif,Andhra Pradesh,Arecanut,620.00
Whole Year,Tamil Nadu,Rapeseed &Mustard,618.00
Kharif,Bihar,Niger seed,615.00
Kharif,West Bengal,Castor seed,615.00
Kharif,Assam,Tobacco,612.00
Kharif,Uttar Pradesh,Moth,609.50
Kharif,Chhattisgarh,Bajra,608.00
Kharif,Andhra Pradesh,Linseed,605.00
Whole Year,Andaman and Nicobar Islands,Black pepper,604.50
Kharif,Jammu and Kashmir,Horse-gram,600.00
Whole Year,Kerala,Dry chillies,598.00
Whole Year,Manipur,Bottle Gourd,598.00
Kharif,Himachal Pradesh,Arhar/Tur,591.00
Autumn,Manipur,Dry ginger,590.00
Rabi,Andaman and Nicobar Islands,Moong(Green Gram),575.50
Rabi,Andaman and Nicobar Islands,Dry chillies,575.00
Rabi,Andhra Pradesh,Soyabean,569.00
Whole Year,Puducherry,Arecanut,556.00
Kharif,Nagaland,Barley,540.00
Kharif,Rajasthan,Sunflower,525.00
Rabi,Chandigarh,Rapeseed &Mustard,521.00
Whole Year,Telangana,Tapioca,518.00
Kharif,West Bengal,Khesari,507.00
Whole Year,Madhya Pradesh,Sunflower,496.00
Kharif,Puducherry,Arecanut,494.00
Kharif,Bihar,Cotton(lint),488.00
Rabi,Andaman and Nicobar Islands,Turmeric,482.00
Whole Year,Madhya Pradesh,Castor seed,481.00
Rabi,Meghalaya,Linseed,477.00
Rabi,Andaman and Nicobar Islands,Urad,475.00
Rabi,Meghalaya,Black pepper,462.00
Kharif,Puducherry,Dry ginger,456.00
Kharif,Puducherry,Onion,456.00
Rabi,Madhya Pradesh,Horse-gram,455.00
Kharif,Uttar Pradesh,Ragi,450.00
Whole Year,West Bengal,Jowar,450.00
Rabi,Rajasthan,Sunflower,448.00
Rabi,Andhra Pradesh,Korra,444.00
Rabi,Telangana,other misc. pulses,443.00
Winter,Manipur,Rapeseed &Mustard,440.00
Kharif,Andhra Pradesh,Gram,433.00
Rabi,Himachal Pradesh,Other  Rabi pulses,432.00
Autumn,Manipur,Peas & beans (Pulses),430.00
Rabi,Manipur,Peas & beans (Pulses),430.00
Kharif,Chhattisgarh,Castor seed,429.00
Whole Year,Mizoram,Kapas,429.00
Kharif,Mizoram,Kapas,427.00
Kharif,Arunachal Pradesh,Sunflower,425.00
Rabi,Mizoram,Tobacco,415.00
Whole Year,Rajasthan,Dry ginger,415.00
Kharif,Punjab,Jowar,400.00
Whole Year,Rajasthan,Papaya,400.00
Summer,Puducherry,Ragi,379.00
Rabi,Madhya Pradesh,Cowpea(Lobia),377.00
Kharif,Himachal Pradesh,Turmeric,370.00
Rabi,Andaman and Nicobar Islands,Maize,367.62
Whole Year,Jammu and Kashmir,Turnip,363.00
Whole Year,Kerala,Jowar,363.00
Summer,Manipur,Peas & beans (Pulses),360.00
Winter,Manipur,Dry ginger,360.00
Kharif,Jammu and Kashmir,Sannhamp,355.50
Whole Year,Manipur,Bitter Gourd,353.00
Kharif,Puducherry,Sesamum,350.00
Rabi,Mizoram,Potato,350.00
Kharif,Meghalaya,Castor seed,334.00
Rabi,Manipur,Sugarcane,330.00
Whole Year,Jammu and Kashmir,Sannhamp,329.10
Kharif,Mizoram,Groundnut,329.00
Kharif,Jammu and Kashmir,Peas & beans (Pulses),328.70
Rabi,Mizoram,Arhar/Tur,322.00
Autumn,Manipur,Soyabean,320.00
Winter,Manipur,Peas & beans (Pulses),320.00
Rabi,Mizoram,Moong(Green Gram),314.90
Rabi,Andaman and Nicobar Islands,Cashewnut,310.00
Whole Year,Meghalaya,Coriander,306.00
Rabi,Himachal Pradesh,Coriander,305.00
Rabi,Jammu and Kashmir,Masoor,301.60
Kharif,Jammu and Kashmir,Other Cereals & Millets,299.20
Rabi,West Bengal,Sannhamp,298.00
Kharif,Jammu and Kashmir,Onion,295.10
Whole Year,Kerala,Ragi,286.00
Kharif,Bihar,Safflower,283.00
Winter,Dadra and Nagar Haveli,Banana,280.00
Whole Year,Himachal Pradesh,Turmeric,276.00
Whole Year,Kerala,Sesamum,275.41
Winter,Dadra and Nagar Haveli,Sannhamp,275.00
Rabi,Jammu and Kashmir,other oilseeds,272.10
Whole Year,Rajasthan,Tapioca,264.00
Whole Year,Andhra Pradesh,Wheat,249.00
Whole Year,Andaman and Nicobar Islands,other oilseeds,248.31
Kharif,Dadra and Nagar Haveli,Sannhamp,248.00
Rabi,Chhattisgarh,Garlic,240.00
Rabi,Odisha,Arhar/Tur,240.00
Summer,Chhattisgarh,Maize,233.00
Autumn,Manipur,Sesamum,230.00
Whole Year,Jammu and Kashmir,Redish,230.00
Whole Year,Andhra Pradesh,Linseed,228.00
Whole Year,Chhattisgarh,Tobacco,227.00
Whole Year,Manipur,Cashewnut,223.00
Kharif,Manipur,Cotton(lint),220.00
Kharif,Jammu and Kashmir,Dry ginger,209.70
Kharif,Dadra and Nagar Haveli,Groundnut,205.00
Kharif,Uttarakhand,Moth,205.00
Summer,Puducherry,Bajra,202.00
Rabi,Madhya Pradesh,Small millets,201.00
Kharif,Haryana,Dry ginger,200.00
Winter,Dadra and Nagar Haveli,Niger seed,195.00
Kharif,Telangana,Gram,194.00
Winter,Dadra and Nagar Haveli,Sesamum,194.00
Kharif,Jammu and Kashmir,Barley,191.80
Summer,Uttar Pradesh,Small millets,191.00
Whole Year,Himachal Pradesh,Coriander,189.00
Whole Year,Puducherry,Dry chillies,186.00
Kharif,Uttarakhand,Moong(Green Gram),184.00
Autumn,Manipur,Sweet potato,180.00
Kharif,Gujarat,Pulses total,179.00
Rabi,Puducherry,Sesamum,171.00
Rabi,Manipur,Onion,170.00
Rabi,West Bengal,Castor seed,167.00
Rabi,Telangana,Soyabean,165.00
Whole Year,Jammu and Kashmir,Garlic,165.00
Rabi,Mizoram,Masoor,159.13
Kharif,Uttarakhand,Bajra,157.00
Whole Year,Kerala,Maize,155.00
Rabi,Mizoram,Urad,151.66
Winter,Manipur,Sesamum,150.00
Whole Year,Chhattisgarh,Cotton(lint),145.00
Winter,Dadra and Nagar Haveli,Maize,140.00
Autumn,Manipur,Tapioca,130.00
Kharif,Himachal Pradesh,Cotton(lint),128.00
Kharif,Jammu and Kashmir,other oilseeds,125.40
Whole Year,Chhattisgarh,Bajra,125.00
Whole Year,Madhya Pradesh,Safflower,122.00
Autumn,Manipur,Onion,120.00
Kharif,Punjab,Peas & beans (Pulses),120.00
Rabi,Andaman and Nicobar Islands,Black pepper,120.00
Whole Year,Andhra Pradesh,Safflower,120.00
Whole Year,Madhya Pradesh,Ragi,120.00
Rabi,Chhattisgarh,Maize,117.00
Whole Year,Kerala,Small millets,117.00
Kharif,Sikkim,other oilseeds,114.00
Rabi,Andhra Pradesh,Dry ginger,111.00
Summer,Puducherry,Onion,111.00
Rabi,Tamil Nadu,Wheat,110.00
Kharif,Jammu and Kashmir,Cotton(lint),109.60
Kharif,Uttar Pradesh,Jute,105.00
Rabi,Andaman and Nicobar Islands,Arhar/Tur,104.00
Kharif,Puducherry,Sweet potato,101.00
Rabi,Mizoram,Wheat,101.00
Winter,Manipur,Soyabean,100.00
Winter,Kerala,Sesamum,98.00
Kharif,Himachal Pradesh,Jowar,89.20
Kharif,Chandigarh,Arhar/Tur,88.00
Rabi,Uttarakhand,Moong(Green Gram),87.00
Rabi,Jammu and Kashmir,Moong(Green Gram),86.40
Kharif,Himachal Pradesh,Moth,84.00
Whole Year,Himachal Pradesh,Tobacco,84.00
Kharif,Mizoram,Moong(Green Gram),83.00
Whole Year,Uttar Pradesh,Moth,83.00
Kharif,Uttar Pradesh,Castor seed,80.20
Rabi,Dadra and Nagar Haveli,Gram,80.00
Kharif,Jammu and Kashmir,Garlic,77.30
Kharif,Puducherry,Other Kharif pulses,75.00
Autumn,Manipur,Turmeric,70.00
Rabi,Manipur,Sweet potato,70.00
Summer,Puducherry,Dry chillies,69.00
Kharif,Mizoram,Urad,68.00
